Lesson Title,Objectives,Questions
`Lennard Jones Energy of Atomic System <day3/01-LJ-system.html>`_,* Write Python code to calculate the Lennard Jones energy.,* How do I use the Lennard Jones equation to calculate the energy of an atomic system?
